City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
saint-paul,-21.0096,55.2707,77.0,86,8,4.32,RE,1612075335
umm lajj,25.0213,37.2685,70.27,34,0,9.69,SA,1612075085
ovre ardal,61.3167,7.8,10.22,87,97,1.66,NO,1612075336
rundu,-17.9333,19.7667,68.58,90,100,6.11,NA,1612075336
burnie,-41.0667,145.9167,63.57,74,13,10.18,AU,1612075336
lusaka,-15.4067,28.2871,69.8,94,75,3.44,ZM,1612075128
jucurutu,-6.0339,-37.0203,76.93,68,97,4.83,BR,1612075336
port hedland,-20.3167,118.5667,87.8,66,75,26.46,AU,1612075337
kharan,28.5833,65.4167,72.66,20,0,4.99,PK,1612075337
ayorou,14.7308,0.9174,64.18,25,42,10.0,NE,1612075337
grand-santi,4.25,-54.3833,72.23,97,66,2.19,GF,1612075337
ostrovnoy,68.0531,39.5131,16.32,95,91,9.82,RU,1612075338
lao cai,22.4833,103.95,66.31,73,100,2.84,VN,1612075338
rock springs,41.5875,-109.2029,19.4,79,1,13.8,US,1612075174
ulladulla,-35.35,150.4667,68.0,94,90,2.3,AU,1612075339
ofaqim,31.3141,34.6203,60.01,53,0,1.99,IL,1612075339
east london,-33.0153,27.9116,71.6,88,90,3.44,ZA,1612075291
amapa,1.0,-52.0,70.56,98,46,1.36,BR,1612075339
mersing,2.4312,103.8405,84.2,79,40,10.36,MY,1612075339
abha,18.2164,42.5053,62.6,36,0,4.61,SA,1612075043
juneau,58.3019,-134.4197,30.0,95,0,6.33,US,1612075042
phalombe,-15.8064,35.6507,76.46,81,87,4.29,MW,1612075341
kloulklubed,7.0419,134.2556,86.0,66,75,11.5,PW,1612075342
avon lake,41.5053,-82.0282,30.99,64,90,8.05,US,1612075342
nome,64.5011,-165.4064,-14.01,76,1,5.75,US,1612075342
novospasskoye,53.1468,47.7514,24.87,94,100,12.75,RU,1612075342
miyako,39.6367,141.9525,31.37,84,0,8.01,JP,1612075343
carbonia,39.1672,8.5222,52.0,82,40,6.91,IT,1612075343
kruisfontein,-34.0033,24.7314,75.0,64,0,1.99,ZA,1612075343
kieta,-6.2167,155.6333,83.01,70,99,14.5,PG,1612075343
pizhanka,57.4604,48.542,23.34,97,100,16.42,RU,1612075343
bundaberg,-24.85,152.35,86.0,48,0,17.27,AU,1612075343
chernyshevsk,52.5243,117.0174,-16.76,84,69,4.23,RU,1612075344
katherine,-14.4667,132.2667,93.2,49,75,12.66,AU,1612075344
chuy,-33.6971,-53.4616,69.22,87,100,14.27,UY,1612075344
henties bay,-22.116,14.2845,68.0,81,100,2.13,NA,1612075344
dutlwe,-23.9833,23.9,78.49,57,13,12.88,BW,1612075345
severnyy,50.677,36.5532,35.6,100,90,11.18,RU,1612075345
burns lake,54.2331,-125.7533,17.6,93,100,3.44,CA,1612075331
bangalore,12.9762,77.6033,81.0,36,0,6.91,IN,1612075345
mehamn,71.0357,27.8492,25.09,96,100,18.75,NO,1612075345
amarante do maranhao,-5.5667,-46.7422,69.73,96,100,1.54,BR,1612075345
port augusta,-32.5,137.7667,80.6,36,93,14.97,AU,1612075346
nuuk,64.1835,-51.7216,15.8,79,0,12.66,GL,1612075280
prince rupert,54.3161,-130.3201,41.0,75,90,4.61,CA,1612075346
wasilla,61.5814,-149.4394,15.8,85,1,1.1,US,1612075346
atambua,-9.1061,124.8925,78.04,84,100,9.1,ID,1612075346
iranshahr,27.2025,60.6848,71.46,33,0,3.44,IR,1612075347
eureka,40.8021,-124.1637,54.0,82,90,8.05,US,1612075080
anzio,41.4853,12.6179,55.99,66,47,8.99,IT,1612075347
balkhash,46.844,74.9804,17.6,73,0,17.9,KZ,1612075347
palmer,42.1584,-72.3287,9.0,61,1,3.36,US,1612075347
portland,45.5234,-122.6762,46.99,81,90,13.8,US,1612075042
ouesso,1.6136,16.0517,76.64,80,58,3.62,CG,1612075348
jieshi,22.8134,115.8257,73.99,56,0,15.7,CN,1612075348
lima,-12.0432,-77.0282,72.0,83,0,11.5,PE,1612075196
sosnovo-ozerskoye,52.5249,111.5418,-9.71,87,78,11.21,RU,1612075348
lubango,-14.9172,13.4925,67.8,67,65,2.44,AO,1612075348
maracacume,-2.0428,-45.9592,72.32,98,13,2.33,BR,1612075348
kati,12.7441,-8.0726,60.8,36,0,3.44,ML,1612075349
high rock,26.6208,-78.2833,66.2,68,20,10.36,BS,1612075349
bambanglipuro,-7.95,110.2833,85.44,66,94,7.87,ID,1612075064
trincomalee,8.5711,81.2335,79.92,84,7,15.84,LK,1612075350
jiazi,22.8779,116.067,68.41,59,0,13.94,CN,1612075350
menongue,-14.6585,17.691,68.63,84,100,7.81,AO,1612075350
szydlowiec,51.2282,20.8611,21.99,86,2,6.13,PL,1612075351
elat,29.5581,34.9482,65.79,28,0,0.94,IL,1612075351
mwingi,-0.9344,38.0601,73.47,67,87,4.16,KE,1612075351
heihe,50.2441,127.4902,-18.4,63,0,2.24,CN,1612075351
tessalit,20.1986,1.0114,58.64,27,0,7.14,ML,1612075351
bandarbeyla,9.4942,50.8122,77.13,59,52,16.62,SO,1612075351
honningsvag,70.9821,25.9704,27.63,95,100,21.39,NO,1612075352
samora correia,38.9371,-8.8718,57.99,88,20,11.5,PT,1612075352
gallup,35.5281,-108.7426,23.0,86,1,2.13,US,1612075352
yumen,40.2833,97.2,36.28,52,0,30.91,CN,1612075097
chimbarongo,-34.7,-71.05,62.01,100,90,6.91,CL,1612075352
hit,33.6416,42.8251,55.58,49,64,15.48,IQ,1612075353
limbang,4.75,115.0,87.8,62,75,8.05,MY,1612075353
sao joao da barra,-21.6403,-41.0511,75.15,83,37,17.02,BR,1612075353
olafsvik,64.8945,-23.7142,22.59,87,69,12.44,IS,1612075353
meulaboh,4.1363,96.1285,85.3,64,14,7.16,ID,1612075353
bucerias,20.75,-105.3333,68.0,86,0,6.38,MX,1612075353
tinskoy,56.1525,96.9161,-21.95,81,34,1.3,RU,1612075354
morehead,37.2711,-87.1764,43.0,87,90,9.22,US,1612075354
stolin,51.8912,26.846,18.12,97,9,8.37,BY,1612075354
zavetnoye,47.1194,43.8903,34.83,88,100,14.94,RU,1612075354
waynesboro,38.0685,-78.8895,30.0,100,90,2.91,US,1612075355
kununurra,-15.7667,128.7333,89.6,74,75,11.5,AU,1612075355
maasim,5.8575,125.0061,86.0,58,75,10.36,PH,1612075356
kribi,2.95,9.9167,79.61,83,98,1.77,CM,1612075356
tezpur,26.6333,92.8,75.34,35,0,3.42,IN,1612075356
imeni poliny osipenko,52.4201,136.4853,-11.11,89,85,7.31,RU,1612075356
pringsewu,-5.3582,104.9744,84.27,73,98,3.18,ID,1612075356
durango,24.8333,-104.8333,50.27,56,0,4.83,MX,1612075213
inirida,3.8653,-67.9239,75.88,76,96,2.35,CO,1612075356
san cristobal,7.7669,-72.225,63.32,71,36,2.39,VE,1612075357
mayo,38.8876,-76.5119,32.0,59,1,5.84,US,1612075357
guamuchil,25.4667,-108.1,59.0,84,51,4.0,MX,1612075357
westport,41.1415,-73.3579,19.4,58,1,6.91,US,1612075357
banjar,-8.19,114.9675,87.8,70,20,14.97,ID,1612075357
vaitape,-16.5167,-151.75,82.4,71,100,10.56,PF,1612075358
sangin,32.0728,64.8359,63.03,25,0,5.86,AF,1612075358
devrek,41.2192,31.9558,46.76,73,97,4.47,TR,1612075358
saint-georges,12.0564,-61.7485,78.8,83,20,17.27,GD,1612075076
kango,0.1943,10.0951,76.14,92,84,2.28,GA,1612075359
humberto de campos,-2.5983,-43.4611,75.09,94,98,4.72,BR,1612075359
san carlos,9.6612,-68.5827,72.12,75,12,2.13,VE,1612075360
los llanos de aridane,28.6585,-17.9182,62.6,88,90,10.36,ES,1612075292
fasa,28.9383,53.6482,53.91,48,0,4.07,IR,1612075360
lagoa,39.05,-27.9833,61.61,96,26,21.43,PT,1612075360
galbshtadt,53.2264,78.9845,6.84,94,100,10.76,RU,1612075360
evensk,61.95,159.2333,-1.95,89,100,30.27,RU,1612075361
havoysund,70.9963,24.6622,24.8,93,75,10.36,NO,1612075361
viedma,-40.8135,-62.9967,56.25,68,0,6.06,AR,1612075361
bandar,2.05,99.75,86.88,58,100,3.58,ID,1612075362
kalaswala,32.2009,74.6491,60.8,67,0,3.18,PK,1612075362
saint-augustin,51.226,-58.6502,25.88,92,100,15.75,CA,1612075063
belleville,44.1788,-77.3705,3.99,78,1,6.91,CA,1612075182
kazachinskoye,57.6953,93.2761,-24.3,81,59,4.05,RU,1612075362
tahoua,14.8888,5.2692,60.8,23,0,4.61,NE,1612075363
iqaluit,63.7506,-68.5145,-11.2,70,1,7.94,CA,1612075363
koshurnikovo,54.1667,93.3,-7.51,88,23,2.33,RU,1612075363
morgan city,29.6994,-91.2068,66.99,94,90,13.8,US,1612075363
akureyri,65.6835,-18.0878,17.6,73,90,8.05,IS,1612075363
ornskoldsvik,63.2909,18.7153,12.2,92,90,6.91,SE,1612075271
vestmannaeyjar,63.4427,-20.2734,30.78,92,100,16.31,IS,1612075364
namatanai,-3.6667,152.4333,83.46,63,100,8.19,PG,1612075364
srednekolymsk,67.45,153.6833,-37.17,83,100,6.38,RU,1612075365
tabou,4.423,-7.3528,77.59,90,9,5.95,CI,1612075365
izazi,-7.2,35.7333,81.14,58,18,2.06,TZ,1612075365
high level,58.5169,-117.136,-9.4,84,1,2.3,CA,1612075365
erzin,36.9559,36.2,46.99,97,60,7.0,TR,1612075365
tura,25.5198,90.2201,72.52,25,0,4.14,IN,1612075366
tautira,-17.7333,-149.15,80.6,74,75,14.97,PF,1612075366
mayor pablo lagerenza,-19.9309,-60.7718,79.63,67,100,8.19,PY,1612075366
qiongshan,20.0058,110.3542,75.2,64,75,15.66,CN,1612075366
kintinku,-5.8833,35.2333,75.72,70,100,3.38,TZ,1612075366
zhuzhou,27.8333,113.15,51.8,82,40,4.47,CN,1612075367
broken hill,-31.95,141.4333,87.8,23,28,13.8,AU,1612075367
kyshtovka,56.555,76.6271,-0.63,92,98,10.63,RU,1612075367
majene,-3.5403,118.9707,86.83,57,100,11.77,ID,1612075367
lakatoro,-16.0999,167.4164,81.75,71,8,11.27,VU,1612075367
huandacareo,19.9833,-101.2833,57.2,54,1,2.98,MX,1612075368
zorgo,12.2489,-0.6158,67.39,22,87,11.12,BF,1612075368
krasnyy chikoy,50.3643,108.7512,-12.46,82,100,9.33,RU,1612075369
bretzfeld,49.1794,9.4383,35.01,86,90,10.36,DE,1612075369
dingle,10.9995,122.6711,81.32,72,100,16.8,PH,1612075370
rawson,-43.3002,-65.1023,61.25,62,96,14.07,AR,1612075370
wladyslawowo,54.7909,18.4009,32.0,86,75,13.8,PL,1612075370
thinadhoo,0.5333,72.9333,82.29,76,95,14.27,MV,1612075370
ginda,30.6945,78.4932,59.11,27,0,6.38,IN,1612075370
auki,-8.7676,160.7034,81.34,81,100,13.15,SB,1612075371
mezen,65.8522,44.24,15.84,97,100,4.79,RU,1612075371
ghanzi,-21.5667,21.7833,75.87,69,80,8.19,BW,1612075371
riberalta,-10.9833,-66.1,73.17,96,100,2.44,BO,1612075371
dolores,-36.3132,-57.6792,53.04,81,0,9.57,AR,1612075371
tonk,26.1667,75.7833,73.96,19,0,5.08,IN,1612075371
turbat,26.0023,63.044,74.73,37,0,6.24,PK,1612075372
tazovskiy,67.4667,78.7,-21.35,87,100,19.06,RU,1612075372
nekhayevskiy,50.4106,41.7561,34.0,87,100,5.01,RU,1612075372
xiamen,24.4798,118.0819,73.4,43,0,4.47,CN,1612075372
mega,4.05,38.3,70.84,26,81,20.09,ET,1612075372
zhicheng,30.2956,111.5047,50.0,93,100,4.43,CN,1612075373
gadung,6.8025,124.02,85.6,63,98,2.91,PH,1612075373
corinth,37.9407,22.9573,51.01,46,93,1.99,GR,1612075373
kitimat,54.0524,-128.6534,27.0,79,100,5.79,CA,1612075373
mawlaik,23.6333,94.4167,85.75,24,0,1.83,MM,1612075374
dawlatabad,36.4141,64.9053,57.56,60,100,1.63,AF,1612075374
mizdah,31.4451,12.9801,54.82,37,73,14.0,LY,1612075374
udachnyy,66.4167,112.4,-29.9,81,100,12.66,RU,1612075374
qarchi gak,37.04,66.7889,53.6,35,75,4.61,AF,1612075374
walvis bay,-22.9575,14.5053,68.0,77,96,10.36,NA,1612075374
nhulunbuy,-12.2333,136.7667,91.4,58,40,8.05,AU,1612075375
korla,41.7597,86.1469,32.79,72,0,10.22,CN,1612075375
port macquarie,-31.4333,152.9167,79.0,78,100,8.01,AU,1612075375
roald,62.5833,6.1333,32.0,93,90,6.91,NO,1612075375
kontagora,10.3999,5.4695,70.57,21,0,5.77,NG,1612075375
alofi,-19.0595,-169.9187,78.8,83,100,5.75,NU,1612075376
husavik,66.0449,-17.3389,17.6,73,90,8.05,IS,1612075376
bulata,9.8599,122.4016,82.24,71,100,24.05,PH,1612075376
trastenik,43.52,24.4685,39.2,75,75,2.3,BG,1612075376
homer,59.6425,-151.5483,21.2,73,1,5.75,US,1612075376
ramanuj ganj,23.8,83.7,74.37,18,0,8.77,IN,1612075377
sembe,1.6481,14.5806,74.41,85,93,4.59,CG,1612075377
ossora,59.2353,163.0719,0.3,91,100,22.1,RU,1612075377
astana,51.1801,71.446,19.4,68,0,6.71,KZ,1612075378
port arthur,38.8,121.2667,44.6,76,75,8.95,CN,1612075379
litovko,49.2361,135.1742,-6.12,82,1,13.71,RU,1612075379
broome,42.2506,-75.833,10.4,85,40,2.1,US,1612075379
batemans bay,-35.7167,150.1833,69.01,80,100,1.01,AU,1612075379
egvekinot,66.3167,-179.1667,-18.76,85,100,13.29,RU,1612075379
itai,-23.4178,-49.0906,68.81,89,97,0.98,BR,1612075379
thayetmyo,19.3167,95.1833,93.99,15,79,5.61,MM,1612075380
garowe,8.4054,48.4845,73.54,56,27,12.17,SO,1612075380
hereford,52.0568,-2.7148,30.99,88,100,5.12,GB,1612075277
haines junction,60.7522,-137.5108,-18.4,76,91,1.14,CA,1612075380
santa fe,-31.6333,-60.7,66.0,89,0,5.01,AR,1612075200
ambikapur,23.1167,83.2,71.92,20,0,7.92,IN,1612075380
saint anthony,45.0205,-93.218,30.2,80,90,5.75,US,1612075380
coari,-4.085,-63.1414,72.75,97,52,2.71,BR,1612075381
belmonte,-15.8631,-38.8828,73.4,94,75,3.44,BR,1612075381
kargasok,59.0556,80.8572,-16.76,86,99,13.42,RU,1612075381
camacha,33.0833,-16.3333,57.2,88,0,11.5,PT,1612075381
tabriz,38.08,46.2919,30.97,91,60,3.94,IR,1612075120
mareeba,-17.0,145.4333,82.0,83,90,10.36,AU,1612075382
shingu,33.7333,135.9833,53.6,40,20,12.66,JP,1612075382
christchurch,-43.5333,172.6333,62.6,72,0,23.02,NZ,1612075229
general roca,-39.0333,-67.5833,62.6,72,75,5.75,AR,1612075382
umm kaddadah,13.6017,26.6876,67.05,23,0,17.47,SD,1612075382
aklavik,68.2191,-135.0107,-27.4,68,100,2.3,CA,1612075383
luena,-11.7833,19.9167,65.34,92,100,8.95,AO,1612075383
hukeri,16.2333,74.6,78.8,38,0,6.91,IN,1612075383
verkhnyaya toyma,62.2349,44.9985,17.74,96,100,8.39,RU,1612075383
grand forks,47.9417,-97.4337,23.0,100,90,5.75,US,1612075383
sampit,-2.5333,112.95,90.63,54,100,2.84,ID,1612075384
yatou,37.15,122.3833,47.75,61,0,15.77,CN,1612075384
